evaluation,image,expected,baseline_prediction,baseline_confidence,baseline_correct,baseline_reliability,baseline_box_status,candidate_prediction,candidate_confidence,candidate_correct,candidate_reliability,candidate_box_status,tile_count
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshoranges\Screen Shot 2018-06-12 at 11.50.14 PM.png,Orange,Orange,0.9620268940925598,True,,,Orange,0.9620268940925598,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshoranges\Screen Shot 2018-06-13 at 12.18.40 AM.png,Orange,Orange,0.9637759923934937,True,,,Orange,0.9637759923934937,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshoranges\rotated_by_15_Screen Shot 2018-06-12 at 11.50.41 PM.png,Orange,Orange,0.9566989541053772,True,,,Orange,0.9566989541053772,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshoranges\rotated_by_75_Screen Shot 2018-06-13 at 12.20.39 AM.png,Orange,Orange,0.8233874440193176,True,,,Orange,0.8233874440193176,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshoranges\saltandpepper_Screen Shot 2018-06-12 at 11.51.02 PM.png,Orange,Orange,0.9592018723487854,True,,,Orange,0.9592018723487854,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshoranges\saltandpepper_Screen Shot 2018-06-13 at 12.20.39 AM.png,Orange,Orange,0.8563634753227234,True,,,Orange,0.8563634753227234,True,Review required,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshoranges\translation_Screen Shot 2018-06-12 at 11.50.28 PM.png,Orange,Orange,0.9821625351905823,True,,,Orange,0.9821625351905823,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshoranges\translation_Screen Shot 2018-06-13 at 12.18.27 AM.png,Orange,Orange,0.9632906913757324,True,,,Orange,0.9632906913757324,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshoranges\vertical_flip_Screen Shot 2018-06-12 at 11.50.28 PM.png,Orange,Orange,0.9782829284667969,True,,,Orange,0.9782829284667969,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshoranges\vertical_flip_Screen Shot 2018-06-13 at 12.20.06 AM.png,Orange,Orange,0.9478538632392883,True,,,Orange,0.9478538632392883,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\Screen Shot 2018-06-08 at 2.52.57 PM.png,Apple,Apple,0.8368644714355469,True,,,Apple,0.8368644714355469,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\a_r231.png,Apple,Apple,0.9150270819664001,True,,,Apple,0.9150270819664001,True,Review required,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\rotated_by_15_Screen Shot 2018-06-07 at 2.16.18 PM.png,Apple,Apple,0.9160146117210388,True,,,Apple,0.9160146117210388,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\rotated_by_75_Screen Shot 2018-06-08 at 2.52.57 PM.png,Apple,Apple,0.8824898600578308,True,,,Apple,0.8824898600578308,True,Review required,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\saltandpepper_Screen Shot 2018-06-07 at 2.15.34 PM.png,Apple,Apple,0.9207337498664856,True,,,Apple,0.9207337498664856,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\saltandpepper_Screen Shot 2018-06-08 at 2.51.28 PM.png,Apple,Orange,0.7740744948387146,False,,,Orange,0.7740744948387146,False,Review required,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\translation_Screen Shot 2018-06-07 at 2.16.18 PM.png,Apple,Apple,0.9372902512550354,True,,,Apple,0.9372902512550354,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\translation_Screen Shot 2018-06-08 at 2.52.57 PM.png,Apple,Apple,0.9288502335548401,True,,,Apple,0.9288502335548401,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\vertical_flip_Screen Shot 2018-06-07 at 2.15.50 PM.png,Apple,Apple,0.9195797443389893,True,,,Apple,0.9195797443389893,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\vertical_flip_Screen Shot 2018-06-08 at 2.51.43 PM.png,Apple,Apple,0.9415217041969299,True,,,Apple,0.9415217041969299,True,Review required,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\Screen Shot 2018-06-12 at 9.28.04 PM.png,Banana,Banana,0.8487369418144226,True,,,Banana,0.8487369418144226,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\b_r219.png,Banana,Banana,0.7086751461029053,True,,,Banana,0.7086751461029053,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\rotated_by_15_Screen Shot 2018-06-12 at 8.47.51 PM.png,Banana,Banana,0.825235903263092,True,,,Banana,0.825235903263092,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\rotated_by_75_Screen Shot 2018-06-12 at 9.27.46 PM.png,Banana,Banana,0.8509847521781921,True,,,Banana,0.8509847521781921,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\saltandpepper_Screen Shot 2018-06-12 at 8.47.51 PM.png,Banana,Banana,0.8873934149742126,True,,,Banana,0.8873934149742126,True,Review required,Review required,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\saltandpepper_Screen Shot 2018-06-12 at 9.27.41 PM.png,Banana,Banana,0.6184553503990173,True,,,Banana,0.6184553503990173,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\translation_Screen Shot 2018-06-12 at 8.48.18 PM.png,Banana,Banana,0.8683663010597229,True,,,Banana,0.8683663010597229,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\translation_Screen Shot 2018-06-12 at 9.27.56 PM.png,Banana,Banana,0.8825439214706421,True,,,Banana,0.8825439214706421,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\vertical_flip_Screen Shot 2018-06-12 at 8.48.07 PM.png,Banana,Banana,0.7225114107131958,True,,,Banana,0.7225114107131958,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\vertical_flip_Screen Shot 2018-06-12 at 9.28.09 PM.png,Banana,,0.0,False,,,,0.0,False,,,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenoranges\Screen Shot 2018-06-12 at 11.18.34 PM.png,Orange,Orange,0.9335482716560364,True,,,Orange,0.9335482716560364,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenoranges\Screen Shot 2018-06-12 at 11.45.33 PM.png,Orange,Watermelon,0.5388514399528503,False,,,Watermelon,0.5388514399528503,False,Review required,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenoranges\rotated_by_15_Screen Shot 2018-06-12 at 11.18.46 PM.png,Orange,Orange,0.9645395278930664,True,,,Orange,0.9645395278930664,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenoranges\rotated_by_75_Screen Shot 2018-06-12 at 11.46.17 PM.png,Orange,Orange,0.9583221673965454,True,,,Orange,0.9583221673965454,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenoranges\saltandpepper_Screen Shot 2018-06-12 at 11.18.41 PM.png,Orange,Orange,0.9502899050712585,True,,,Orange,0.9502899050712585,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenoranges\saltandpepper_Screen Shot 2018-06-12 at 11.45.33 PM.png,Orange,Orange,0.9190601110458374,True,,,Orange,0.9190601110458374,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenoranges\translation_Screen Shot 2018-06-12 at 11.18.28 PM.png,Orange,Orange,0.9691929221153259,True,,,Orange,0.9691929221153259,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenoranges\translation_Screen Shot 2018-06-12 at 11.46.17 PM.png,Orange,Watermelon,0.866191565990448,False,,,Watermelon,0.866191565990448,False,Review required,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenoranges\vertical_flip_Screen Shot 2018-06-12 at 11.18.41 PM.png,Orange,Orange,0.9383275508880615,True,,,Orange,0.9383275508880615,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenoranges\vertical_flip_Screen Shot 2018-06-12 at 11.46.10 PM.png,Orange,Orange,0.8418588042259216,True,,,Orange,0.8418588042259216,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Apple\-00020_jpg.rf.5b762add9dd976cacd979ab5e7dcf47e.jpg,Apple,Apple,0.9312310814857483,True,,,Apple,0.9312310814857483,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Apple\Screenshot-34-_png.rf.d694470212e66860bd6cf9123f867c66.jpg,Apple,Apple,0.753411054611206,True,,,Apple,0.753411054611206,True,Review required,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Apple\_MG_8993_07_jpg.rf.9313f3115540e2ce479f80db3015a636.jpg,Apple,Apple,0.6456480622291565,True,,,Apple,0.6456480622291565,True,Review required,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Apple\citra98_jpg.rf.47fe97bc9c1d75048448f69ed3794f20.jpg,Apple,Apple,0.9764898419380188,True,,,Apple,0.9764898419380188,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Apple\r0_248_jpg.rf.d6e968c25146c7aa1da74afd25cdb533.jpg,Apple,Apple,0.9828161597251892,True,,,Apple,0.9828161597251892,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Apple\r1_192_jpg.rf.998f86f9fa17ed7effd14f618ec55e33.jpg,Apple,Watermelon,0.6938827633857727,False,,,Watermelon,0.6938827633857727,False,Review required,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Apple\resized_image_3089_jpg.rf.2f9f801ac25aa11cfdd963c906d39b2d.jpg,Apple,Apple,0.9196167588233948,True,,,Apple,0.9196167588233948,True,Review required,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Apple\slice_29_7_jpeg_jpg.rf.0601fedd7335d6f51fde904075ac6138.jpg,Apple,Apple,0.7958000302314758,True,,,Apple,0.7958000302314758,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Apple\slice_46_5_jpeg.rf.2d254828922ce5c63b263b5aa093585b.jpg,Apple,Apple,0.8906719088554382,True,,,Apple,0.8906719088554382,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Apple\translation_Screen-Shot-2018-06-08-at-5-08-05-PM_png_jpg.rf.5c4b062d2f5f206fa3dd5e85b91e0501.jpg,Apple,Apple,0.9098568558692932,True,,,Apple,0.9098568558692932,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-006d0c7d-7ddb-11ed-9541-ca27fdb58ae8_jpg.rf.071f953638d4566b4eb2303895843103.jpg,Banana,Banana,0.8007387518882751,True,,,Banana,0.8007387518882751,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-23dd490e-7dda-11ed-9371-ca27fdb58ae8_jpg.rf.0c6972cb9c6158bb71733cf3d0a90077.jpg,Banana,Banana,0.5616661906242371,True,,,Banana,0.5616661906242371,True,Review required,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-456415b6-ebec-11ed-98aa-346f24e2fa38_jpg.rf.705ad4d0b0619112146cfbe0c0ccb6d5.jpg,Banana,Banana,0.7076933979988098,True,,,Banana,0.7076933979988098,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-5ffa2369-7ddb-11ed-93e2-ca27fdb58ae8_jpg.rf.2646d4d044e939e0ad5e6c8c2b1db32f.jpg,Banana,Banana,0.9716611504554749,True,,,Banana,0.9716611504554749,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-754d5cbe-79f2-11ed-82b5-c0b87d5d3464_jpg.rf.4fa1ab921c3a6dc496312d2a474b8cbd.jpg,Banana,Banana,0.690351665019989,True,,,Banana,0.690351665019989,True,Review required,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-8d534f83-7613-11ed-85ac-d0ec6da7db5b_jpg.rf.919d908bdebd51d07952ff8a96c9d0b9.jpg,Banana,Banana,0.7377089262008667,True,,,Banana,0.7377089262008667,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-a812de01-ebec-11ed-a5d9-346f24e2fa38_jpg.rf.701c4b1a61e83e637c84c84806e7e9ff.jpg,Banana,Banana,0.889484167098999,True,,,Banana,0.889484167098999,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-caf6dca5-ebec-11ed-a19c-346f24e2fa38_jpg.rf.4c7a909f406a218ebb3445c439ca79e9.jpg,Banana,Banana,0.7600170969963074,True,,,Banana,0.7600170969963074,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-f5de363c-eb52-11ed-9d82-088fc3734c75_jpg.rf.07bd1cc24dd21abc1c8cc0b12461f6fb.jpg,Banana,Banana,0.835333526134491,True,,,Banana,0.835333526134491,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana_0_970_jpg.rf.2047abb85e8e5a72a09f4fb67b1716ea.jpg,Banana,Banana,0.8675562739372253,True,,,Banana,0.8675562739372253,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\05E621YQ1UN9_jpg.rf.842343d7fa930abe265c716e8071239a.jpg,Grape,Grape,0.8239361643791199,True,,,Grape,0.8239361643791199,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\2024-06-12-07-39-56_mp4-0303_jpg.rf.a8d1a2d19eac5d4a647c8d5958ae859a.jpg,Grape,Grape,0.8375146389007568,True,,,Grape,0.8375146389007568,True,Review required,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\2024-06-12-11-19-43-1-_mp4-0205_jpg.rf.999f7d4cf6e6525749054ceff42b261a.jpg,Grape,Grape,0.6436155438423157,True,,,Grape,0.6436155438423157,True,Review required,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\2024-06-12-11-19-43-1-_mp4-0264_jpg.rf.e2b73979b21137f523ab421a57868f69.jpg,Grape,Grape,0.4750337600708008,True,,,Grape,0.4750337600708008,True,Review required,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\2024-06-19-11-31-32_mp4-0175_jpg.rf.f1287bcaae23c6bda4227d549ec54b14.jpg,Grape,Grape,0.7616832852363586,True,,,Grape,0.7616832852363586,True,Review required,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\2024-06-19-11-31-32_mp4-0399_jpg.rf.edf3a3fd9f4d8b13ac8fc5bb0b377709.jpg,Grape,Grape,0.740250825881958,True,,,Grape,0.740250825881958,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\371_png.rf.ad4e750afd96f3643d1ce502434527e6.jpg,Grape,Grape,0.7496125102043152,True,,,Grape,0.7496125102043152,True,Review required,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\8N2VGZGERMPJ_jpg.rf.510fbb8fc69d82174dc25a9120ec0815.jpg,Grape,Grape,0.7239363789558411,True,,,Grape,0.7239363789558411,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\I5XN3RRNRXE8_jpg.rf.15d1980099113b8ce12cc7c1961db6a4.jpg,Grape,Grape,0.8186942934989929,True,,,Grape,0.8186942934989929,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\ZENZ51IVM0TN_jpg.rf.41e369ebb5f35bf6b7e09cafc4c118dc.jpg,Grape,Grape,0.8483428955078125,True,,,Grape,0.8483428955078125,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Mango\Ripe_Mango-003f5109-ebd2-11ed-9060-346f24e2fa38_jpg.rf.907bf1d0b668baeb8a7f519b8b0a606f.jpg,Mango,Orange,0.7325998544692993,False,,,Orange,0.7325998544692993,False,Review required,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Mango\Ripe_Mango-21ed01e7-ebd2-11ed-b0bd-346f24e2fa38_jpg.rf.733ae453360204eb7ef56d1bed8045b2.jpg,Mango,Peach,0.589033842086792,False,,,Peach,0.589033842086792,False,Review required,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Mango\Ripe_Mango-435206e6-ebe1-11ed-a024-346f24e2fa38_jpg.rf.731125c9dc8fe57096e9ebc612ab70c4.jpg,Mango,Orange,0.551023542881012,False,,,Orange,0.551023542881012,False,Review required,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Mango\Ripe_Mango-650259e6-ebee-11ed-945b-346f24e2fa38_jpg.rf.5a6ff42b43d769b8810b699817c25886.jpg,Mango,Peach,0.8273574113845825,False,,,Peach,0.8273574113845825,False,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Mango\Ripe_Mango-88d85664-ebed-11ed-bd63-346f24e2fa38_jpg.rf.a033bfcfc6d7df0df61efabaefbdb074.jpg,Mango,,0.0,False,,,,0.0,False,,,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Mango\Ripe_Mango-a733e771-ebee-11ed-9273-346f24e2fa38_jpg.rf.3786626b8664d042c01d4e40c4bf7db7.jpg,Mango,Apple,0.9166709184646606,False,,,Apple,0.9166709184646606,False,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Mango\Ripe_Mango-c1ee9099-ebd2-11ed-acf3-346f24e2fa38_jpg.rf.3fe9acaf57726993456136337804c42b.jpg,Mango,Grape,0.8472890257835388,False,,,Grape,0.8472890257835388,False,Review required,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Mango\Ripe_Mango-dd11db47-ebed-11ed-9023-346f24e2fa38_jpg.rf.23a6b8bf25e3e272b06182b4904525ea.jpg,Mango,Grape,0.6448858380317688,False,,,Grape,0.6448858380317688,False,Review required,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Mango\Ripe_Mango-fe144afc-ebd2-11ed-8296-346f24e2fa38_jpg.rf.084a2c0003b989e1c023ca7e3050a3be.jpg,Mango,Melon,0.8664449453353882,False,,,Melon,0.8664449453353882,False,Review required,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Mango\Ripe_Mango_0_990_jpg.rf.01220b5b230cb111770a5686211bde76.jpg,Mango,Apple,0.5359037518501282,False,,,Apple,0.5359037518501282,False,Review required,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Apple\01-00-00002_JPG.rf.2c0bb1ed2cc303675d0021138ba2c9d1.jpg,Apple,Apple,0.9740608334541321,True,,,Apple,0.9740608334541321,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Apple\01-00-00080_JPG.rf.ede224704b49271c9bd916101a66ff90.jpg,Apple,Apple,0.9048938155174255,True,,,Apple,0.9048938155174255,True,Accepted,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Apple\56_png.rf.a91efc0a7f20f907760c217b097efe4e.jpg,Apple,Apple,0.7954261302947998,True,,,Apple,0.7954261302947998,True,Review required,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Apple\Apple-De03241_png.rf.7f329fb484523e30b2fb5395919ace8d.jpg,Apple,Apple,0.9335642457008362,True,,,Apple,0.9335642457008362,True,Review required,Accepted,0
single_fruit,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Apple\Apple-De13161_png.rf.b491ad280a21024a0b88eeeb2c3d8c47.jpg,Apple,Apple,0.6298061609268188,True,,,Apple,0.6298061609268188,True,Accepted,Accepted,0
