folder,category,image,variant,expected_fruit,freshness_label,predicted_fruit,predicted_ripeness,confidence,detected,fruit_correct,rotten_correct
freshapples,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshapples\vertical_flip_Screen Shot 2018-06-08 at 4.59.49 PM.png,resized_only,Apple,Fresh,Apple,Ripe,0.880337655544281,True,True,
freshapples,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshapples\vertical_flip_Screen Shot 2018-06-08 at 4.59.49 PM.png,median3_bilateral,Apple,Fresh,Apple,Ripe,0.8866828083992004,True,True,
freshapples,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshapples\vertical_flip_Screen Shot 2018-06-08 at 4.59.49 PM.png,median5_bilateral,Apple,Fresh,Apple,Ripe,0.8946947455406189,True,True,
freshapples,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshapples\vertical_flip_Screen Shot 2018-06-08 at 4.59.49 PM.png,median3_clahe,Apple,Fresh,Apple,Ripe,0.8821781277656555,True,True,
freshapples,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshapples\vertical_flip_Screen Shot 2018-06-08 at 5.15.21 PM.png,resized_only,Apple,Fresh,Apple,Ripe,0.9381284117698669,True,True,
freshapples,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshapples\vertical_flip_Screen Shot 2018-06-08 at 5.15.21 PM.png,median3_bilateral,Apple,Fresh,Apple,Ripe,0.9324162602424622,True,True,
freshapples,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshapples\vertical_flip_Screen Shot 2018-06-08 at 5.15.21 PM.png,median5_bilateral,Apple,Fresh,Apple,Ripe,0.9280427098274231,True,True,
freshapples,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshapples\vertical_flip_Screen Shot 2018-06-08 at 5.15.21 PM.png,median3_clahe,Apple,Fresh,Apple,Ripe,0.9347037076950073,True,True,
freshapples,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshapples\vertical_flip_Screen Shot 2018-06-08 at 5.33.27 PM.png,resized_only,Apple,Fresh,Apple,Ripe,0.8826733231544495,True,True,
freshapples,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshapples\vertical_flip_Screen Shot 2018-06-08 at 5.33.27 PM.png,median3_bilateral,Apple,Fresh,Apple,Ripe,0.8845066428184509,True,True,
freshapples,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshapples\vertical_flip_Screen Shot 2018-06-08 at 5.33.27 PM.png,median5_bilateral,Apple,Fresh,Apple,Ripe,0.8882861137390137,True,True,
freshapples,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshapples\vertical_flip_Screen Shot 2018-06-08 at 5.33.27 PM.png,median3_clahe,Apple,Fresh,Apple,Ripe,0.9005444049835205,True,True,
freshapples,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshapples\translation_Screen Shot 2018-06-08 at 4.59.36 PM.png,resized_only,Apple,Fresh,Apple,Ripe,0.8081290125846863,True,True,
freshapples,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshapples\translation_Screen Shot 2018-06-08 at 4.59.36 PM.png,median3_bilateral,Apple,Fresh,Apple,Ripe,0.8257820010185242,True,True,
freshapples,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshapples\translation_Screen Shot 2018-06-08 at 4.59.36 PM.png,median5_bilateral,Apple,Fresh,Apple,Ripe,0.8357096910476685,True,True,
freshapples,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshapples\translation_Screen Shot 2018-06-08 at 4.59.36 PM.png,median3_clahe,Apple,Fresh,Apple,Ripe,0.8858166933059692,True,True,
freshapples,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshapples\translation_Screen Shot 2018-06-08 at 5.16.33 PM.png,resized_only,Apple,Fresh,Apple,Unripe,0.6585861444473267,True,True,
freshapples,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshapples\translation_Screen Shot 2018-06-08 at 5.16.33 PM.png,median3_bilateral,Apple,Fresh,Apple,Unripe,0.7121056914329529,True,True,
freshapples,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshapples\translation_Screen Shot 2018-06-08 at 5.16.33 PM.png,median5_bilateral,Apple,Fresh,Apple,Unripe,0.7261812686920166,True,True,
freshapples,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshapples\translation_Screen Shot 2018-06-08 at 5.16.33 PM.png,median3_clahe,Apple,Fresh,Apple,Unripe,0.6748191714286804,True,True,
freshapples,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshapples\translation_Screen Shot 2018-06-08 at 5.33.05 PM.png,resized_only,Apple,Fresh,Apple,Ripe,0.8262315392494202,True,True,
freshapples,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshapples\translation_Screen Shot 2018-06-08 at 5.33.05 PM.png,median3_bilateral,Apple,Fresh,Apple,Ripe,0.7873027920722961,True,True,
freshapples,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshapples\translation_Screen Shot 2018-06-08 at 5.33.05 PM.png,median5_bilateral,Apple,Fresh,Apple,Ripe,0.7099571228027344,True,True,
freshapples,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshapples\translation_Screen Shot 2018-06-08 at 5.33.05 PM.png,median3_clahe,Apple,Fresh,Apple,Ripe,0.7176420092582703,True,True,
freshapples,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshapples\saltandpepper_Screen Shot 2018-06-08 at 5.00.12 PM.png,resized_only,Apple,Fresh,Orange,Rotten,0.8571814894676208,True,False,
freshapples,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshapples\saltandpepper_Screen Shot 2018-06-08 at 5.00.12 PM.png,median3_bilateral,Apple,Fresh,Apple,Ripe,0.7315118312835693,True,True,
freshapples,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshapples\saltandpepper_Screen Shot 2018-06-08 at 5.00.12 PM.png,median5_bilateral,Apple,Fresh,Apple,Ripe,0.7254005670547485,True,True,
freshapples,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshapples\saltandpepper_Screen Shot 2018-06-08 at 5.00.12 PM.png,median3_clahe,Apple,Fresh,Apple,Ripe,0.7501252293586731,True,True,
freshapples,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshapples\saltandpepper_Screen Shot 2018-06-08 at 5.14.56 PM.png,resized_only,Apple,Fresh,Orange,Rotten,0.8052135109901428,True,False,
freshapples,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshapples\saltandpepper_Screen Shot 2018-06-08 at 5.14.56 PM.png,median3_bilateral,Apple,Fresh,Apple,Ripe,0.7817167043685913,True,True,
freshapples,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshapples\saltandpepper_Screen Shot 2018-06-08 at 5.14.56 PM.png,median5_bilateral,Apple,Fresh,Apple,Ripe,0.7450301647186279,True,True,
freshapples,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshapples\saltandpepper_Screen Shot 2018-06-08 at 5.14.56 PM.png,median3_clahe,Apple,Fresh,Apple,Ripe,0.7759533524513245,True,True,
freshapples,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshapples\saltandpepper_Screen Shot 2018-06-08 at 5.34.14 PM.png,resized_only,Apple,Fresh,Orange,Rotten,0.919359028339386,True,False,
freshapples,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshapples\saltandpepper_Screen Shot 2018-06-08 at 5.34.14 PM.png,median3_bilateral,Apple,Fresh,Apple,Ripe,0.7813307642936707,True,True,
freshapples,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshapples\saltandpepper_Screen Shot 2018-06-08 at 5.34.14 PM.png,median5_bilateral,Apple,Fresh,Apple,Ripe,0.9128819108009338,True,True,
freshapples,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshapples\saltandpepper_Screen Shot 2018-06-08 at 5.34.14 PM.png,median3_clahe,Apple,Fresh,Orange,Rotten,0.9274173974990845,True,False,
rottenapples,original,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\a_r001.png,resized_only,Apple,Rotten,Apple,Rotten,0.8857486844062805,True,True,True
rottenapples,original,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\a_r001.png,median3_bilateral,Apple,Rotten,Apple,Rotten,0.8653175234794617,True,True,True
rottenapples,original,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\a_r001.png,median5_bilateral,Apple,Rotten,Apple,Rotten,0.8289319276809692,True,True,True
rottenapples,original,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\a_r001.png,median3_clahe,Apple,Rotten,Apple,Rotten,0.8647356033325195,True,True,True
rottenapples,original,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\a_r231.png,resized_only,Apple,Rotten,Apple,Rotten,0.8698906898498535,True,True,True
rottenapples,original,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\a_r231.png,median3_bilateral,Apple,Rotten,Apple,Rotten,0.8751345872879028,True,True,True
rottenapples,original,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\a_r231.png,median5_bilateral,Apple,Rotten,Apple,Rotten,0.8763624429702759,True,True,True
rottenapples,original,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\a_r231.png,median3_clahe,Apple,Rotten,Apple,Rotten,0.8588495850563049,True,True,True
rottenapples,original,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\Screen Shot 2018-06-08 at 2.52.57 PM.png,resized_only,Apple,Rotten,Apple,Rotten,0.4388475716114044,True,True,True
rottenapples,original,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\Screen Shot 2018-06-08 at 2.52.57 PM.png,median3_bilateral,Apple,Rotten,Apple,Rotten,0.4708050787448883,True,True,True
rottenapples,original,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\Screen Shot 2018-06-08 at 2.52.57 PM.png,median5_bilateral,Apple,Rotten,Apple,Rotten,0.49804094433784485,True,True,True
rottenapples,original,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\Screen Shot 2018-06-08 at 2.52.57 PM.png,median3_clahe,Apple,Rotten,Apple,Overripe,0.5549545288085938,True,True,False
rottenapples,rotated,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\rotated_by_15_Screen Shot 2018-06-07 at 2.16.18 PM.png,resized_only,Apple,Rotten,Apple,Rotten,0.7098428606987,True,True,True
rottenapples,rotated,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\rotated_by_15_Screen Shot 2018-06-07 at 2.16.18 PM.png,median3_bilateral,Apple,Rotten,Apple,Rotten,0.6926162838935852,True,True,True
rottenapples,rotated,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\rotated_by_15_Screen Shot 2018-06-07 at 2.16.18 PM.png,median5_bilateral,Apple,Rotten,Apple,Rotten,0.6845108866691589,True,True,True
rottenapples,rotated,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\rotated_by_15_Screen Shot 2018-06-07 at 2.16.18 PM.png,median3_clahe,Apple,Rotten,Apple,Rotten,0.7497267723083496,True,True,True
rottenapples,rotated,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\rotated_by_45_Screen Shot 2018-06-07 at 3.02.18 PM.png,resized_only,Apple,Rotten,Apple,Rotten,0.7460537552833557,True,True,True
rottenapples,rotated,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\rotated_by_45_Screen Shot 2018-06-07 at 3.02.18 PM.png,median3_bilateral,Apple,Rotten,Apple,Rotten,0.7236074209213257,True,True,True
rottenapples,rotated,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\rotated_by_45_Screen Shot 2018-06-07 at 3.02.18 PM.png,median5_bilateral,Apple,Rotten,Apple,Rotten,0.6918558478355408,True,True,True
rottenapples,rotated,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\rotated_by_45_Screen Shot 2018-06-07 at 3.02.18 PM.png,median3_clahe,Apple,Rotten,Apple,Rotten,0.7353033423423767,True,True,True
rottenapples,rotated,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\rotated_by_75_Screen Shot 2018-06-08 at 2.52.57 PM.png,resized_only,Apple,Rotten,Apple,Rotten,0.8634087443351746,True,True,True
rottenapples,rotated,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\rotated_by_75_Screen Shot 2018-06-08 at 2.52.57 PM.png,median3_bilateral,Apple,Rotten,Apple,Rotten,0.8603165149688721,True,True,True
rottenapples,rotated,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\rotated_by_75_Screen Shot 2018-06-08 at 2.52.57 PM.png,median5_bilateral,Apple,Rotten,Apple,Rotten,0.8610801100730896,True,True,True
rottenapples,rotated,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\rotated_by_75_Screen Shot 2018-06-08 at 2.52.57 PM.png,median3_clahe,Apple,Rotten,Apple,Rotten,0.852084219455719,True,True,True
rottenapples,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\vertical_flip_Screen Shot 2018-06-07 at 2.15.50 PM.png,resized_only,Apple,Rotten,Apple,Ripe,0.7112133502960205,True,True,False
rottenapples,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\vertical_flip_Screen Shot 2018-06-07 at 2.15.50 PM.png,median3_bilateral,Apple,Rotten,Apple,Ripe,0.7370797991752625,True,True,False
rottenapples,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\vertical_flip_Screen Shot 2018-06-07 at 2.15.50 PM.png,median5_bilateral,Apple,Rotten,Apple,Ripe,0.7597671151161194,True,True,False
rottenapples,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\vertical_flip_Screen Shot 2018-06-07 at 2.15.50 PM.png,median3_clahe,Apple,Rotten,Apple,Ripe,0.6671466827392578,True,True,False
rottenapples,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\vertical_flip_Screen Shot 2018-06-07 at 3.03.38 PM.png,resized_only,Apple,Rotten,Peach,Rotten,0.7961819171905518,True,False,True
rottenapples,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\vertical_flip_Screen Shot 2018-06-07 at 3.03.38 PM.png,median3_bilateral,Apple,Rotten,Apple,Rotten,0.6819561719894409,True,True,True
rottenapples,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\vertical_flip_Screen Shot 2018-06-07 at 3.03.38 PM.png,median5_bilateral,Apple,Rotten,Apple,Rotten,0.8241828680038452,True,True,True
rottenapples,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\vertical_flip_Screen Shot 2018-06-07 at 3.03.38 PM.png,median3_clahe,Apple,Rotten,Apple,Rotten,0.5971325635910034,True,True,True
rottenapples,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\vertical_flip_Screen Shot 2018-06-08 at 2.51.43 PM.png,resized_only,Apple,Rotten,Orange,Rotten,0.8078568577766418,True,False,True
rottenapples,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\vertical_flip_Screen Shot 2018-06-08 at 2.51.43 PM.png,median3_bilateral,Apple,Rotten,Orange,Rotten,0.77669757604599,True,False,True
rottenapples,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\vertical_flip_Screen Shot 2018-06-08 at 2.51.43 PM.png,median5_bilateral,Apple,Rotten,Orange,Rotten,0.7146889567375183,True,False,True
rottenapples,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\vertical_flip_Screen Shot 2018-06-08 at 2.51.43 PM.png,median3_clahe,Apple,Rotten,Orange,Rotten,0.8280308246612549,True,False,True
rottenapples,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\translation_Screen Shot 2018-06-07 at 2.16.18 PM.png,resized_only,Apple,Rotten,,,0.0,False,False,False
rottenapples,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\translation_Screen Shot 2018-06-07 at 2.16.18 PM.png,median3_bilateral,Apple,Rotten,,,0.0,False,False,False
rottenapples,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\translation_Screen Shot 2018-06-07 at 2.16.18 PM.png,median5_bilateral,Apple,Rotten,Apple,Ripe,0.4727061688899994,True,True,False
rottenapples,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\translation_Screen Shot 2018-06-07 at 2.16.18 PM.png,median3_clahe,Apple,Rotten,Pear,Rotten,0.4665127396583557,True,False,True
rottenapples,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\translation_Screen Shot 2018-06-07 at 3.03.21 PM.png,resized_only,Apple,Rotten,Apple,Overripe,0.7958589196205139,True,True,False
rottenapples,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\translation_Screen Shot 2018-06-07 at 3.03.21 PM.png,median3_bilateral,Apple,Rotten,Apple,Overripe,0.7904611825942993,True,True,False
rottenapples,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\translation_Screen Shot 2018-06-07 at 3.03.21 PM.png,median5_bilateral,Apple,Rotten,Apple,Overripe,0.7734860777854919,True,True,False
rottenapples,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\translation_Screen Shot 2018-06-07 at 3.03.21 PM.png,median3_clahe,Apple,Rotten,Apple,Overripe,0.7496848106384277,True,True,False
rottenapples,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\translation_Screen Shot 2018-06-08 at 2.52.57 PM.png,resized_only,Apple,Rotten,Apple,Rotten,0.4443768262863159,True,True,True
rottenapples,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\translation_Screen Shot 2018-06-08 at 2.52.57 PM.png,median3_bilateral,Apple,Rotten,Apple,Ripe,0.45820438861846924,True,True,False
rottenapples,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\translation_Screen Shot 2018-06-08 at 2.52.57 PM.png,median5_bilateral,Apple,Rotten,Apple,Ripe,0.4559520184993744,True,True,False
rottenapples,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\translation_Screen Shot 2018-06-08 at 2.52.57 PM.png,median3_clahe,Apple,Rotten,Apple,Rotten,0.6542607545852661,True,True,True
rottenapples,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\saltandpepper_Screen Shot 2018-06-07 at 2.15.34 PM.png,resized_only,Apple,Rotten,Orange,Rotten,0.9058095216751099,True,False,True
rottenapples,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\saltandpepper_Screen Shot 2018-06-07 at 2.15.34 PM.png,median3_bilateral,Apple,Rotten,Orange,Rotten,0.8652638792991638,True,False,True
rottenapples,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\saltandpepper_Screen Shot 2018-06-07 at 2.15.34 PM.png,median5_bilateral,Apple,Rotten,Apple,Rotten,0.745379626750946,True,True,True
rottenapples,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\saltandpepper_Screen Shot 2018-06-07 at 2.15.34 PM.png,median3_clahe,Apple,Rotten,Orange,Rotten,0.8909164071083069,True,False,True
rottenapples,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\saltandpepper_Screen Shot 2018-06-07 at 2.59.23 PM.png,resized_only,Apple,Rotten,Orange,Rotten,0.8534044623374939,True,False,True
rottenapples,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\saltandpepper_Screen Shot 2018-06-07 at 2.59.23 PM.png,median3_bilateral,Apple,Rotten,Orange,Rotten,0.8434368371963501,True,False,True
rottenapples,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\saltandpepper_Screen Shot 2018-06-07 at 2.59.23 PM.png,median5_bilateral,Apple,Rotten,Orange,Rotten,0.5362098217010498,True,False,True
rottenapples,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\saltandpepper_Screen Shot 2018-06-07 at 2.59.23 PM.png,median3_clahe,Apple,Rotten,Orange,Rotten,0.7776737213134766,True,False,True
rottenapples,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\saltandpepper_Screen Shot 2018-06-08 at 2.51.28 PM.png,resized_only,Apple,Rotten,Orange,Rotten,0.8466988801956177,True,False,True
rottenapples,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\saltandpepper_Screen Shot 2018-06-08 at 2.51.28 PM.png,median3_bilateral,Apple,Rotten,Orange,Rotten,0.6846867203712463,True,False,True
rottenapples,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\saltandpepper_Screen Shot 2018-06-08 at 2.51.28 PM.png,median5_bilateral,Apple,Rotten,Pear,Rotten,0.6586219668388367,True,False,True
rottenapples,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenapples\saltandpepper_Screen Shot 2018-06-08 at 2.51.28 PM.png,median3_clahe,Apple,Rotten,Orange,Rotten,0.7833800315856934,True,False,True
freshbanana,original,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\b_f001.png,resized_only,Banana,Fresh,Banana,Ripe,0.8876016736030579,True,True,
